nobel year,firstname,lastname,category,gender,motivation,birth_country,birth_country_code,death_date,death_country,death_country_code,organization_name,organization_country,age,birth_year,alpha-3
1966,Charles B.,Huggins,medicine,male,"""for his discoveries concerning hormonal treatment of prostatic cancer""",Canada,CA,12/1/1997,USA,US,University of Chicago Ben May Laboratory for Cancer Research,USA,65,1901,CAN
1966,Shmuel,Agnon,literature,male,"""for his profoundly characteristic narrative art with motifs from the life of the Jewish people""",Ukraine,UA,17-02-1970,Israel,IL,,,78,1888,UKR
1966,Robert S.,Mulliken,chemistry,male,"""for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method""",USA,US,31-10-1986,USA,US,University of Chicago,USA,70,1896,USA
1966,Peyton,Rous,medicine,male,"""for his discovery of tumour-inducing viruses""",USA,US,16-02-1970,USA,US,Rockefeller University,USA,87,1879,USA
1966,Nelly,Sachs,literature,female,"""for her outstanding lyrical and dramatic writing which interprets Israel's destiny with touching strength""",Germany,DE,12/5/1970,Sweden,SE,,,75,1891,DEU
1966,Alfred,Kastler,physics,male,"""for the discovery and development of optical methods for studying Hertzian resonances in atoms""",France,FR,7/1/1984,France,FR,École Normale Supérieure,France,64,1902,FRA
1967,Ragnar,Granit,medicine,male,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",Finland,FI,12/3/1991,Sweden,SE,Karolinska Institutet,Sweden,67,1900,FIN
1967,George,Wald,medicine,male,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",USA,US,12/4/1997,USA,US,Harvard University,USA,61,1906,USA
1967,George,Porter,chemistry,male,"""for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy""",United Kingdom,GB,31-08-2002,United Kingdom,GB,Royal Institution of Great Britain,United Kingdom,47,1920,GBR
1967,Miguel Angel,Asturias,literature,male,"""for his vivid literary achievement deep-rooted in the national traits and traditions of Indian peoples of Latin America""",Guatemala,GT,9/6/1974,Spain,ES,,,68,1899,GTM
1967,Ronald G.W.,Norrish,chemistry,male,"""for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy""",United Kingdom,GB,7/6/1978,United Kingdom,GB,Institute of Physical Chemistry,United Kingdom,70,1897,GBR
1967,Manfred,Eigen,chemistry,male,"""for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy""",Germany,DE,6/2/2019,Germany,DE,Max-Planck-Institut für Physikalische Chemie,Germany,40,1927,DEU
1967,Keffer,Hartline,medicine,male,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",USA,US,17-03-1983,USA,US,Rockefeller University,USA,64,1903,USA
1967,Hans,Bethe,physics,male,"""for his contributions to the theory of nuclear reactions especially his discoveries concerning the energy production in stars""",France,FR,6/3/2005,USA,US,Cornell University,USA,61,1906,FRA
1968,H. Gobind,Khorana,medicine,male,"""for their interpretation of the genetic code and its function in protein synthesis""",India,IN,9/11/2011,USA,US,University of Wisconsin,USA,46,1922,IND
1968,Marshall W.,Nirenberg,medicine,male,"""for their interpretation of the genetic code and its function in protein synthesis""",USA,US,15-01-2010,USA,US,National Institutes of Health,USA,41,1927,USA
1968,Lars,Onsager,chemistry,male,"""for the discovery of the reciprocal relations bearing his name which are fundamental for the thermodynamics of irreversible processes""",Norway,NO,5/10/1976,USA,US,Yale University,USA,65,1903,NOR
1968,René,Cassin,peace,male,"""for his struggle to ensure the rights of man as stipulated in the UN Declaration""",France,FR,20-02-1976,France,FR,,,81,1887,FRA
1968,Robert W.,Holley,medicine,male,"""for their interpretation of the genetic code and its function in protein synthesis""",USA,US,11/2/1993,USA,US,Cornell University,USA,46,1922,USA
1968,Luis,Alvarez,physics,male,"""for his decisive contributions to elementary particle physics in particular the discovery of a large number of resonance states made possible through his development of the technique of using hydrogen bubble chamber and data analysis""",USA,US,1/9/1988,USA,US,University of California,USA,57,1911,USA
1968,Yasunari,Kawabata,literature,male,"""for his narrative mastery which with great sensibility expresses the essence of the Japanese mind""",Japan,JP,16-04-1972,Japan,JP,,,69,1899,JPN
1969,Derek,Barton,chemistry,male,"""for their contributions to the development of the concept of conformation and its application in chemistry""",United Kingdom,GB,16-03-1998,USA,US,Imperial College,United Kingdom,51,1918,GBR
1969,Samuel,Beckett,literature,male,"""for his writing which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation""",Ireland,IE,22-12-1989,France,FR,,,63,1906,IRL
1969,Ragnar,Frisch,economics,male,"""for having developed and applied dynamic models for the analysis of economic processes""",Norway,NO,31-01-1973,Norway,NO,University of Oslo,Norway,74,1895,NOR
1969,Murray,Gell-Mann,physics,male,"""for his contributions and discoveries concerning the classification of elementary particles and their interactions""",USA,US,24-05-2019,USA,US,California Institute of Technology (Caltech),USA,40,1929,USA
1969,Jan,Tinbergen,economics,male,"""for having developed and applied dynamic models for the analysis of economic processes""",the Netherlands,NL,9/6/1994,the Netherlands,NL,The Netherlands School of Economics,the Netherlands,66,1903,NLD
1969,International Labour Organization,,peace,org,"""for creating international legislation insuring certain norms for working conditions in every country""",,,0000-00-00,,,,,50,1919,NAM
1969,Salvador E.,Luria,medicine,male,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",Italy,IT,6/2/1991,USA,US,Massachusetts Institute of Technology (MIT),USA,57,1912,ITA
1969,Alfred D.,Hershey,medicine,male,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",USA,US,22-05-1997,USA,US,Carnegie Institution of Washington,USA,61,1908,USA
1969,Max,Delbrück,medicine,male,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",Germany,DE,9/3/1981,USA,US,California Institute of Technology (Caltech),USA,63,1906,DEU
1969,Odd,Hassel,chemistry,male,"""for their contributions to the development of the concept of conformation and its application in chemistry""",Norway,NO,11/5/1981,Norway,NO,University of Oslo,Norway,72,1897,NOR
1970,Hannes,Alfvén,physics,male,"""for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics""",Sweden,SE,2/4/1995,Sweden,SE,Royal Institute of Technology,Sweden,62,1908,SWE
1970,Louis,Néel,physics,male,"""for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics""",France,FR,17-11-2000,France,FR,University of Grenoble,France,66,1904,FRA
1970,Norman,Borlaug,peace,male,"""for having given a well-founded hope - the green revolution""",USA,US,12/9/2009,USA,US,,,56,1914,USA
1970,Luis,Leloir,chemistry,male,"""for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates""",France,FR,2/12/1987,Argentina,AR,Institute for Biochemical Research,Argentina,64,1906,FRA
1970,Alexandr,Solzhenitsyn,literature,male,"""for the ethical force with which he has pursued the indispensable traditions of Russian literature""",Russia,RU,3/8/2008,Russia,RU,,,52,1918,RUS
1970,Paul A.,Samuelson,economics,male,"""for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science""",USA,US,13-12-2009,USA,US,Massachusetts Institute of Technology (MIT),USA,55,1915,USA
1970,Julius,Axelrod,medicine,male,"""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation""",USA,US,29-12-2004,USA,US,National Institutes of Health,USA,58,1912,USA
1970,Ulf,von Euler,medicine,male,"""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation""",Sweden,SE,9/3/1983,Sweden,SE,Karolinska Institutet,Sweden,65,1905,SWE
1970,Sir Bernard,Katz,medicine,male,"""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation""",Germany,DE,20-04-2003,United Kingdom,GB,University College,United Kingdom,59,1911,DEU
1971,Willy,Brandt,peace,male,"""for paving the way for a meaningful dialogue between East and West""",Germany,DE,8/10/1992,Germany,DE,,,58,1913,DEU
1971,Dennis,Gabor,physics,male,"""for his invention and development of the holographic method""",Hungary,HU,8/2/1979,United Kingdom,GB,Imperial College,United Kingdom,71,1900,HUN
1971,Simon,Kuznets,economics,male,"""for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development""",Belarus,BY,8/7/1985,USA,US,Harvard University,USA,70,1901,BLR
1971,Gerhard,Herzberg,chemistry,male,"""for his contributions to the knowledge of electronic structure and geometry of molecules particularly free radicals""",Germany,DE,3/3/1999,Canada,CA,National Research Council of Canada,Canada,67,1904,DEU
1971,Earl W.,Sutherland Jr.,medicine,male,"""for his discoveries concerning the mechanisms of the action of hormones""",USA,US,9/3/1974,USA,US,Vanderbilt University,USA,56,1915,USA
1971,Pablo,Neruda,literature,male,"""for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams""",Chile,CL,23-09-1973,Chile,CL,,,67,1904,CHL
1972,Heinrich,Böll,literature,male,"""for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature""",Germany,DE,16-07-1985,West Germany (now Germany),DE,,,55,1917,DEU
1972,Gerald M.,Edelman,medicine,male,"""for their discoveries concerning the chemical structure of antibodies""",USA,US,17-05-2014,USA,US,Rockefeller University,USA,43,1929,USA
1972,Leon N.,Cooper,physics,male,"""for their jointly developed theory of superconductivity usually called the BCS-theory""",USA,US,0000-00-00,,,Brown University,USA,42,1930,USA
1972,Stanford,Moore,chemistry,male,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",USA,US,23-08-1982,USA,US,Rockefeller University,USA,59,1913,USA
1972,Christian,Anfinsen,chemistry,male,"""for his work on ribonuclease especially concerning the connection between the amino acid sequence and the biologically active conformation""",USA,US,14-05-1995,USA,US,National Institutes of Health,USA,56,1916,USA
1972,William H.,Stein,chemistry,male,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",USA,US,2/2/1980,USA,US,Rockefeller University,USA,61,1911,USA
1972,John,Bardeen,physics,male,"""for their jointly developed theory of superconductivity usually called the BCS-theory""",USA,US,30-01-1991,USA,US,University of Illinois,USA,64,1908,USA
1972,Kenneth J.,Arrow,economics,male,"""for their pioneering contributions to general economic equilibrium theory and welfare theory""",USA,US,21-02-2017,USA,US,Harvard University,USA,51,1921,USA
1972,John R.,Hicks,economics,male,"""for their pioneering contributions to general economic equilibrium theory and welfare theory""",United Kingdom,GB,20-05-1989,United Kingdom,GB,All Souls College,United Kingdom,68,1904,GBR
1972,Robert,Schrieffer,physics,male,"""for their jointly developed theory of superconductivity usually called the BCS-theory""",USA,US,27-07-2019,USA,US,University of Pennsylvania,USA,41,1931,USA
1972,Rodney R.,Porter,medicine,male,"""for their discoveries concerning the chemical structure of antibodies""",United Kingdom,GB,6/9/1985,United Kingdom,GB,University of Oxford,United Kingdom,55,1917,GBR
1973,Brian D.,Josephson,physics,male,"""for his theoretical predictions of the properties of a supercurrent through a tunnel barrier in particular those phenomena which are generally known as the Josephson effects""",United Kingdom,GB,0000-00-00,,,University of Cambridge,United Kingdom,33,1940,GBR
1973,Ernst Otto,Fischer,chemistry,male,"""for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds""",Germany,DE,23-07-2007,Germany,DE,Technical University,Germany,55,1918,DEU
1973,Geoffrey,Wilkinson,chemistry,male,"""for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds""",United Kingdom,GB,26-09-1996,United Kingdom,GB,Imperial College,United Kingdom,52,1921,GBR
